index,title,type,release_year,genres,production_countries,imdb_score,imdb_votes
1901,Icarus,MOVIE,2017,"['documentation', 'thriller', 'sport']",['US'],7.9,48672
1907,Gerald's Game,MOVIE,2017,"['horror', 'thriller', 'drama']",['US'],6.5,104894
1910,The Invisible Guest,MOVIE,2017,"['thriller', 'crime', 'drama', 'european']",['ES'],8,170351
1912,I Don't Feel at Home in This World Anymore,MOVIE,2017,"['drama', 'thriller', 'comedy', 'crime', 'european']",['US'],6.9,55549
1913,Wet Hot American Summer: Ten Years Later,SHOW,2017,['comedy'],['US'],6.9,8502
1915,Annabelle: Creation,MOVIE,2017,"['horror', 'thriller']",['US'],6.5,129883
1918,Kodachrome,MOVIE,2017,"['drama', 'comedy', 'european']",['US'],6.8,16482
1921,Oats Studios,SHOW,2017,"['scifi', 'horror']",['US'],6.4,870
1922,Two Sentence Horror Stories,SHOW,2017,"['drama', 'horror', 'thriller']",['US'],5.5,1841
1923,I Am Not Your Negro,MOVIE,2017,"['documentation', 'history', 'european']","['BE', 'FR', 'US']",7.9,21632
1924,Black Spot,SHOW,2017,"['drama', 'thriller', 'crime', 'horror', 'european']","['BE', 'FR']",7.4,10705
1928,The Zookeeper's Wife,MOVIE,2017,"['drama', 'war', 'history']","['GB', 'US', 'CZ']",7,42808
1929,Bad Blood,SHOW,2017,"['drama', 'crime']",['CA'],7.5,9593
1930,Five Came Back,SHOW,2017,"['war', 'documentation', 'history']",['US'],8.3,4600
1933,Veronica,MOVIE,2017,['horror'],['ES'],6.2,40254
1935,The Keepers,SHOW,2017,"['crime', 'action', 'drama', 'documentation']",['US'],7.6,14
1938,13 Reasons Why,SHOW,2017,"['drama', 'thriller']",['US'],7.5,282373
1944,The Meyerowitz Stories (New and Selected),MOVIE,2017,"['drama', 'comedy']",['US'],6.9,47971
1946,The Babysitter,MOVIE,2017,"['horror', 'comedy']",['US'],6.4,86953
1951,Cargo,MOVIE,2017,"['drama', 'thriller', 'horror', 'scifi']",['AU'],6.3,42722
1953,Dear White People,SHOW,2017,"['comedy', 'drama']",['US'],6.1,24863
1955,VeggieTales in the City,SHOW,2017,"['comedy', 'family', 'music', 'animation']",['US'],5.7,110
1957,Wormwood,SHOW,2017,"['crime', 'drama', 'documentation', 'fantasy']",['US'],7,4181
1960,1922,MOVIE,2017,"['horror', 'crime', 'documentation', 'drama', 'thriller']",['US'],6.2,60982
1962,Home Again,MOVIE,2017,"['drama', 'romance', 'comedy']",['US'],5.8,31620
1963,Mudbound,MOVIE,2017,"['drama', 'war']",['US'],7.4,47676
1964,The Book of Henry,MOVIE,2017,"['thriller', 'crime', 'drama']",['US'],6.5,27052
1966,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,"['comedy', 'documentation']","['US', 'CA']",7.7,25593
1969,Stranger,SHOW,2017,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']",['KR'],8.5,7645
1972,Berlin Syndrome,MOVIE,2017,"['thriller', 'horror', 'drama']",['AU'],6.2,24733
1977,Beyond Skyline,MOVIE,2017,"['scifi', 'thriller', 'horror', 'action']","['SG', 'US', 'GB', 'ID', 'CA', 'CN']",5.3,21540
1984,Friends from College,SHOW,2017,"['comedy', 'drama']",['US'],6.9,20242
1987,My Little Pony: Equestria Girls,SHOW,2017,"['animation', 'comedy', 'family', 'fantasy']",['US'],6.4,642
1991,Cable Girls,SHOW,2017,"['drama', 'european']",['ES'],7.6,13855
1992,Sick Note,SHOW,2017,"['comedy', 'crime']",['GB'],6.8,7173
1994,Bāhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'action', 'drama']",['IN'],8.2,91560
1996,The Discovery,MOVIE,2017,"['thriller', 'drama', 'romance', 'scifi']",['US'],6.2,33579
1999,Wheelman,MOVIE,2017,"['thriller', 'crime', 'action']",['US'],6.4,19951
2006,Jack Whitehall: Travels with My Father,SHOW,2017,"['reality', 'comedy', 'documentation', 'european']",['GB'],7.6,5388
2012,Skins,MOVIE,2017,"['comedy', 'drama', 'fantasy', 'european']",['ES'],6.1,5686
2016,Damnation,SHOW,2017,"['western', 'drama', 'crime']",['US'],7.6,8111
2017,Creep 2,MOVIE,2017,"['horror', 'thriller', 'crime', 'drama']",['US'],6.4,24468
2023,The Magic School Bus Rides Again,SHOW,2017,"['animation', 'family', 'fantasy']",['US'],6.2,812
2030,A Bad Moms Christmas,MOVIE,2017,['comedy'],['US'],5.6,49478
2033,Dave Chappelle,SHOW,2017,"['comedy', 'documentation']",['US'],8.7,2753
2034,Ravenous,MOVIE,2017,"['horror', 'animation', 'documentation', 'scifi', 'thriller', 'action', 'drama']",['CA'],5.8,9154
2036,Great News,SHOW,2017,['comedy'],['US'],7,6810
2039,Abstract: The Art of Design,SHOW,2017,['documentation'],['US'],8.4,5306
2040,Victoria & Abdul,MOVIE,2017,"['drama', 'history']","['GB', 'US']",6.8,35458
2043,Kakegurui,SHOW,2017,"['action', 'animation', 'drama', 'thriller']",['JP'],7.2,8547
2044,Numberblocks,SHOW,2017,['animation'],['GB'],8.6,198
2046,The Forest,SHOW,2017,"['crime', 'thriller', 'drama', 'european']",['FR'],7.2,10137
2047,Buster's Mal Heart,MOVIE,2017,"['thriller', 'drama', 'crime']",['US'],6.2,10490
2049,Death Note,MOVIE,2017,"['fantasy', 'horror', 'thriller', 'action', 'crime', 'drama']",['US'],4.5,83519
2051,Bright,MOVIE,2017,"['thriller', 'fantasy', 'action', 'crime', 'scifi']",['US'],6.3,183841
2052,The Incredible Jessica James,MOVIE,2017,['comedy'],['US'],6.5,7496
2054,Handsome Devil,MOVIE,2017,"['drama', 'comedy', 'sport', 'european']",['IE'],7,13708
2055,Hotel Transylvania: The Series,SHOW,2017,"['comedy', 'family', 'fantasy', 'horror', 'animation']",['US'],5.5,694
2056,Sand Castle,MOVIE,2017,"['drama', 'action', 'war']","['IQ', 'GB']",6.3,22854
2059,Bill Nye Saves the World,SHOW,2017,['comedy'],['US'],3.5,7233
2062,Holy Camp!,MOVIE,2017,"['comedy', 'european']",['ES'],6.2,3986
2064,Forgotten,MOVIE,2017,"['thriller', 'horror', 'crime', 'scifi']",['KR'],7.4,29804
2066,Unit 42,SHOW,2017,"['crime', 'thriller', 'drama', 'european']",['BE'],7,2311
2067,Innocent,SHOW,2017,"['drama', 'crime']",['TR'],8.4,17727
2069,On Body and Soul,MOVIE,2017,"['fantasy', 'drama', 'romance']",['HU'],7.5,27003
2073,Goon: Last of the Enforcers,MOVIE,2017,"['comedy', 'sport']",['CA'],5.8,13476
2078,Trolls Holiday,MOVIE,2017,"['fantasy', 'comedy', 'family', 'romance', 'animation']",[],6.2,2725
2079,To the Bone,MOVIE,2017,['drama'],['US'],6.8,47025
2082,Gypsy,SHOW,2017,"['drama', 'thriller']",['US'],6.8,16133
2083,The Bar,MOVIE,2017,"['horror', 'thriller', 'comedy', 'fantasy', 'european']",['ES'],6.3,25934
2086,Woodshock,MOVIE,2017,"['thriller', 'horror', 'drama', 'fantasy']",['US'],4.2,1933
2087,War Machine,MOVIE,2017,"['drama', 'comedy', 'war']",['US'],6,45972
2089,Security,MOVIE,2017,"['crime', 'thriller', 'action', 'european']",['US'],5.7,18618
2090,Newness,MOVIE,2017,"['drama', 'romance']",['US'],6.3,16459
2093,Joan Didion: The Center Will Not Hold,MOVIE,2017,['documentation'],['US'],7.4,2596
2094,Clive Davis: The Soundtrack of Our Lives,MOVIE,2017,"['music', 'documentation']",['US'],7.5,950
2097,She's Gotta Have It,SHOW,2017,['comedy'],['US'],6.8,4624
2098,The Toys That Made Us,SHOW,2017,"['documentation', 'comedy', 'history']",['US'],8,5545
2099,The Standups,SHOW,2017,['comedy'],['US'],6.6,1225
2102,Disjointed,SHOW,2017,['comedy'],['US'],6.8,9980
2104,Spirit: Riding Free,SHOW,2017,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']",['US'],6.6,993
2107,Unicorn Store,MOVIE,2017,"['fantasy', 'comedy', 'drama']",['US'],5.5,19140
2109,Brain on Fire,MOVIE,2017,"['drama', 'european']","['IE', 'CA']",6.6,21164
2110,White Gold,SHOW,2017,"['comedy', 'european']",['GB'],7.4,10981
2111,Voice,SHOW,2017,"['crime', 'thriller', 'action']",['KR'],7.5,1949
2117,What the Health,MOVIE,2017,['documentation'],['US'],7.4,28911
2120,Because This Is My First Life,SHOW,2017,"['comedy', 'drama', 'romance']",['KR'],8.2,4168
2125,Tabula Rasa,SHOW,2017,"['drama', 'horror', 'thriller', 'european']",['BE'],8,10161
2129,Sisters,SHOW,2017,"['drama', 'comedy']",['AU'],7.5,1729
2130,Suburra: Blood on Rome,SHOW,2017,"['crime', 'action', 'european']",['IT'],7.9,14346
2131,Bill Nye: Science Guy,MOVIE,2017,['documentation'],['US'],6.5,1208
2132,Mr. Roosevelt,MOVIE,2017,['comedy'],['US'],6.2,3320
2134,Win It All,MOVIE,2017,['comedy'],['US'],6.2,9108
2137,Just Between Lovers,SHOW,2017,"['drama', 'romance']",['KR'],8.2,1872
2142,Shimmer Lake,MOVIE,2017,"['thriller', 'crime', 'drama']","['CA', 'US']",6.3,14098
2143,Somewhere Between,SHOW,2017,"['crime', 'drama', 'scifi', 'thriller']",['US'],6.2,5746
2144,Hot Date,SHOW,2017,['comedy'],['US'],7.1,616
2146,Orbiter 9,MOVIE,2017,"['scifi', 'drama', 'romance', 'european']",['ES'],5.9,7586
2147,Day of the Dead: Bloodline,MOVIE,2017,"['horror', 'drama', 'scifi', 'thriller', 'action', 'european']","['BG', 'US']",3.4,11841
2148,Lovesong,MOVIE,2017,"['romance', 'drama']",['US'],6.3,4908
2151,First They Killed My Father,MOVIE,2017,"['drama', 'history', 'war']","['KH', 'US']",7.2,17871
2155,Borderliner,SHOW,2017,"['drama', 'thriller', 'crime', 'history', 'war', 'documentation']",['NO'],6.8,3999
2156,Girlfriend's Day,MOVIE,2017,"['drama', 'comedy']",['US'],5.2,4197
2157,Animal Crackers,MOVIE,2017,"['comedy', 'animation', 'family', 'fantasy']","['CN', 'US', 'ES']",5.8,3352
2158,A Korean Odyssey,SHOW,2017,"['comedy', 'romance', 'fantasy', 'horror']",['KR'],8,4535
2160,My Happy Family,MOVIE,2017,['drama'],"['FR', 'GE', 'DE']",7.4,3826
2161,Unrest,MOVIE,2017,"['documentation', 'drama', 'history', 'romance', 'european']","['GB', 'US', 'DK']",7.6,2904
2162,iBoy,MOVIE,2017,"['scifi', 'action', 'crime', 'thriller']",['GB'],6,22594
2164,The Resurrection of Gavin Stone,MOVIE,2017,"['drama', 'family', 'romance', 'comedy']",['US'],6.2,2233
2165,Power Rangers Ninja Steel,SHOW,2017,"['action', 'scifi', 'thriller', 'drama']",['US'],6.1,862
2166,Strong Island,MOVIE,2017,"['documentation', 'crime']",['US'],6.4,3849
2167,Bad Genius,MOVIE,2017,"['thriller', 'comedy', 'crime', 'drama']",['TH'],7.6,20430
2168,Cloudy with a Chance of Meatballs,SHOW,2017,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['CA'],3.4,750
2169,Man Like Mobeen,SHOW,2017,['comedy'],['GB'],8,2664
2171,Blame!,MOVIE,2017,"['scifi', 'thriller', 'animation', 'action', 'drama']",['JP'],6.6,7968
2172,Granblue Fantasy: The Animation,SHOW,2017,"['scifi', 'animation', 'fantasy']",['JP'],6.4,391
2173,Bullet Head,MOVIE,2017,"['thriller', 'crime', 'drama', 'european']","['BG', 'US']",5.4,9954
2176,Fallet,SHOW,2017,"['drama', 'comedy', 'crime', 'european']",['SE'],6.8,1873
2180,The Most Hated Woman in America,MOVIE,2017,"['drama', 'history']",['US'],6.1,6540
2186,Godzilla: Planet of the Monsters,MOVIE,2017,"['scifi', 'animation', 'action']",['JP'],6,8451
2188,Fate/Apocrypha,SHOW,2017,"['action', 'scifi', 'animation', 'drama', 'fantasy']",['JP'],6.6,2259
2190,Acts of Vengeance,MOVIE,2017,"['thriller', 'action', 'drama', 'crime', 'european']","['BG', 'US']",5.7,11971
2195,Our Souls at Night,MOVIE,2017,"['drama', 'romance']",['US'],6.9,13360
2197,"Oh, Hello on Broadway",MOVIE,2017,['comedy'],['US'],7.7,3106
2200,Birth of the Dragon,MOVIE,2017,"['drama', 'action']","['CN', 'US', 'CA']",5.6,8112
2201,Little Evil,MOVIE,2017,"['comedy', 'fantasy', 'horror']",['US'],5.7,21009
2202,Gaga: Five Foot Two,MOVIE,2017,"['music', 'documentation']",['US'],7,12825
2205,Fullmetal Alchemist,MOVIE,2017,"['fantasy', 'scifi', 'action']",['JP'],5.2,19493
2215,El Chapo,SHOW,2017,"['drama', 'action', 'history', 'crime']",['US'],7.8,17992
2217,The Worst Witch,SHOW,2017,"['scifi', 'fantasy', 'family', 'european']",['GB'],7.2,2375
2218,The Confession Tapes,SHOW,2017,"['documentation', 'crime']",['US'],7.5,5340
2223,Dope,SHOW,2017,"['war', 'crime', 'documentation', 'thriller', 'comedy', 'drama']",['US'],7.3,1643
2225,Thus Spoke Kishibe Rohan,SHOW,2017,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],7.6,1131
2230,Clinical,MOVIE,2017,"['thriller', 'horror']",['US'],5.1,7904
2231,Charité,SHOW,2017,"['drama', 'history', 'european']",['DE'],7.8,3274
2232,The Battleship Island,MOVIE,2017,"['action', 'drama', 'history']",['KR'],7.1,7005
2234,Myths & Monsters,SHOW,2017,"['documentation', 'fantasy', 'european']",['GB'],7.8,811
2235,Erased,SHOW,2017,"['drama', 'scifi', 'thriller', 'fantasy']",['JP'],7.8,3596
2238,Lu Over the Wall,MOVIE,2017,"['fantasy', 'animation', 'family', 'music', 'comedy']",['JP'],6.8,2189
2241,Hampstead,MOVIE,2017,"['comedy', 'romance', 'drama']",['GB'],6,6254
2245,The Bride of Habaek,SHOW,2017,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],7.1,2501
2247,Catfight,MOVIE,2017,"['comedy', 'drama', 'action']",['US'],5.9,6251
2251,Take Me,MOVIE,2017,"['comedy', 'crime', 'thriller']",['US'],6.1,5566
2253,True and the Rainbow Kingdom,SHOW,2017,"['comedy', 'family', 'fantasy', 'animation']",['CA'],7.1,439
2254,Steel Rain,MOVIE,2017,"['thriller', 'action', 'drama']",['KR'],7.1,5434
2256,Sad Hill Unearthed,MOVIE,2017,"['documentation', 'european']",['ES'],7.4,1593
2257,The Velvet Collection,SHOW,2017,"['drama', 'comedy', 'romance', 'european']",['ES'],7.3,1376
2261,The Indian Detective,SHOW,2017,"['comedy', 'drama', 'crime']",['CA'],6.6,3078
2262,Bonus Family,SHOW,2017,"['drama', 'reality', 'family', 'comedy', 'documentation', 'music', 'european']",['SE'],2.3,15
2263,Serial Killer with Piers Morgan,SHOW,2017,"['crime', 'documentation']",['GB'],3.8,1394
2265,The Ottoman Lieutenant,MOVIE,2017,"['drama', 'war']","['TR', 'US']",6.4,25582
2266,My Shy Boss,SHOW,2017,"['comedy', 'drama', 'romance']",['KR'],7.3,1537
2268,Casting JonBenet,MOVIE,2017,"['crime', 'documentation', 'drama']","['US', 'AU']",6.1,5384
2272,Long Shot,MOVIE,2017,"['documentation', 'crime', 'sport']",['US'],7.4,7734
2277,The Saint,MOVIE,2017,"['crime', 'action']",['US'],4.9,6555
2278,Voyeur,MOVIE,2017,"['documentation', 'crime', 'drama']",['US'],6.2,5922
2281,Get Me Roger Stone,MOVIE,2017,"['history', 'documentation']",['US'],7.4,7333
2282,Surviving Escobar - Alias JJ,SHOW,2017,"['crime', 'drama']",['CO'],7.7,985
2284,Children of the Whales,SHOW,2017,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],7.1,1524
2285,Hey Arnold! The Jungle Movie,MOVIE,2017,"['comedy', 'animation', 'action', 'family', 'fantasy']",['US'],7.5,3139
2288,Free Rein,SHOW,2017,"['comedy', 'drama', 'family', 'action', 'documentation']",['US'],7,2062
2289,Amar,MOVIE,2017,"['romance', 'drama', 'european']","['ES', 'US']",5.1,4397
2291,Carrie Pilby,MOVIE,2017,"['comedy', 'drama']",['US'],6.7,11311
2293,Cyborg 009: Call of Justice,SHOW,2017,"['action', 'scifi', 'animation']",['JP'],5.7,217
2295,Fun Mom Dinner,MOVIE,2017,['comedy'],['US'],5.3,5509
2299,Ultraviolet,SHOW,2017,"['drama', 'crime', 'european']",['PL'],7,1573
2300,Hot Girls Wanted: Turned On,SHOW,2017,['documentation'],['US'],6.6,2168
2302,Greenhouse Academy,SHOW,2017,['drama'],['US'],6.6,5967
2304,Te Ata,MOVIE,2017,"['drama', 'history']",['US'],7.4,736
2305,Cuba and the Cameraman,MOVIE,2017,['documentation'],"['CU', 'US']",8.3,4715
2309,Samurai Gourmet,SHOW,2017,['comedy'],['JP'],8.1,2053
2311,Final Fantasy XIV: Dad of Light,SHOW,2017,['drama'],['JP'],7.2,592
2313,You Get Me,MOVIE,2017,"['thriller', 'crime', 'drama', 'romance']",['US'],4.7,12740
2314,The Climb,MOVIE,2017,"['comedy', 'drama', 'romance', 'european']",['FR'],6.9,7383
2316,Sarah Silverman: A Speck of Dust,MOVIE,2017,"['comedy', 'documentation']",['US'],6.9,3711
2317,Re: Mind,SHOW,2017,"['drama', 'thriller']",['JP'],4.9,1531
2319,Hasan Minhaj: Homecoming King,MOVIE,2017,"['comedy', 'documentation']",['US'],8.2,7120
2320,Ingobernable,SHOW,2017,"['war', 'crime', 'drama', 'thriller']",['MX'],7.2,3052
2322,Creeped Out,SHOW,2017,"['scifi', 'family', 'fantasy', 'horror', 'thriller', 'drama']","['CA', 'GB']",6.5,1826
2324,Girlboss,SHOW,2017,['comedy'],['US'],7,17525
2327,The Royal House of Windsor,SHOW,2017,"['documentation', 'history', 'european']",['GB'],7.3,1541
2328,The Fortress,MOVIE,2017,"['drama', 'action', 'history', 'war', 'thriller']",['KR'],6.8,2435
2334,The Outcasts,MOVIE,2017,['comedy'],['US'],5.4,4426
2335,The Invisible Guardian,MOVIE,2017,"['thriller', 'crime', 'european']","['ES', 'DE']",6.4,15541
2336,Bending the Arc,MOVIE,2017,['documentation'],['US'],8,314
2338,Eternal Love,SHOW,2017,"['scifi', 'drama', 'fantasy', 'romance', 'family']",['CN'],8.4,2214
2343,An Imperfect Murder,MOVIE,2017,"['crime', 'drama', 'thriller']",['US'],3.1,1594
2344,Mike Birbiglia: Thank God for Jokes,MOVIE,2017,['comedy'],['US'],7.4,2465
2345,Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,2017,['documentation'],['US'],7.3,1436
2346,Gnome Alone,MOVIE,2017,"['fantasy', 'family', 'drama', 'comedy', 'thriller', 'music', 'animation']","['US', 'CA', 'GB']",5.6,3410
2350,A Love So Beautiful,SHOW,2017,"['drama', 'comedy', 'romance']",['CN'],8,1386
2352,Neal Brennan: 3 Mics,MOVIE,2017,"['comedy', 'documentation']",['US'],7.8,3228
2353,Sandy Wexler,MOVIE,2017,['comedy'],['US'],5.2,16603
2356,Naked,MOVIE,2017,"['comedy', 'fantasy', 'romance']",['US'],5.4,19366
2357,The Big Family Cooking Showdown,SHOW,2017,"['reality', 'european']",['GB'],7,665
2359,QB1: Beyond the Lights,SHOW,2017,"['reality', 'documentation', 'sport']",['US'],7.7,895
2362,Toc Toc,MOVIE,2017,"['comedy', 'family', 'fantasy', 'european']",['ES'],6.8,18484
2369,Giant,MOVIE,2017,"['drama', 'history', 'european']",['ES'],6.7,4153
2374,The Killer,MOVIE,2017,"['western', 'horror', 'action']",['BR'],6,2642
2376,The Polka King,MOVIE,2017,"['comedy', 'drama', 'music']",['US'],5.9,10428
2381,The Death and Life of Marsha P. Johnson,MOVIE,2017,['documentation'],['US'],7.2,2881
2383,Monster High: Electrified,MOVIE,2017,"['animation', 'fantasy']",['US'],5.5,300
2384,Mersal,MOVIE,2017,"['thriller', 'action']",['IN'],8.1,32573
2389,Bad Guys: Vile City,SHOW,2017,"['action', 'animation', 'comedy', 'crime', 'drama']",['KR'],6,29
2392,S.W.A.T.: Under Siege,MOVIE,2017,"['thriller', 'crime', 'action']",['US'],4.5,3524
2398,Whose Streets?,MOVIE,2017,['documentation'],['US'],5.5,1337
2399,One of Us,MOVIE,2017,['documentation'],['US'],7,6482
2402,Brian Regan: Nunchucks and Flamethrowers,MOVIE,2017,"['comedy', 'documentation']",['US'],6.3,679
2405,Lowriders,MOVIE,2017,"['drama', 'crime']",['US'],5.6,2519
2410,Ultimate Beastmaster,SHOW,2017,"['reality', 'action']",['US'],7.3,2359
2412,Justice,MOVIE,2017,"['western', 'drama', 'action', 'european']",['US'],4,1208
2413,The World's Most Extraordinary Homes,SHOW,2017,"['documentation', 'european']",['GB'],7.6,3380
2414,NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,2017,"['crime', 'drama']",['US'],5.6,322
2416,It's for Your Own Good,MOVIE,2017,"['comedy', 'european']",['ES'],5.5,2284
2421,Christmas Inheritance,MOVIE,2017,"['romance', 'comedy', 'drama']",['US'],5.7,11693
2422,Jo Koy: Live from Seattle,MOVIE,2017,['comedy'],['US'],7.1,1322
2425,My Secret Romance,SHOW,2017,"['comedy', 'romance']",['KR'],7.2,3108
2428,Christmas in the Heartland,MOVIE,2017,['family'],['US'],5.9,1414
2431,A Christmas Prince,MOVIE,2017,"['romance', 'comedy', 'family']",['US'],5.7,19456
2432,Prison Playbook,SHOW,2017,"['comedy', 'drama']",['KR'],8.5,3060
2434,The Stolen,MOVIE,2017,"['western', 'drama', 'thriller', 'action']","['NZ', 'GB', 'DE']",5.3,1330
2437,Killing Hasselhoff,MOVIE,2017,['comedy'],['US'],4.4,2655
2438,Pottersville,MOVIE,2017,['comedy'],['US'],5.4,4674
2446,Maria Bamford: Old Baby,MOVIE,2017,"['comedy', 'documentation']",['US'],6.1,945
2447,Trump: An American Dream,SHOW,2017,"['documentation', 'european']",['GB'],7.2,4003
2449,Rock my Heart,MOVIE,2017,"['drama', 'european']",['DE'],6.5,984
2451,Marlon,SHOW,2017,['comedy'],['US'],7,4056
2452,My Sassy Girl,SHOW,2017,"['comedy', 'romance']",['KR'],6.9,561
2455,Million Yen Women,SHOW,2017,"['drama', 'comedy']",['JP'],7.6,1794
2458,Manhunt,MOVIE,2017,"['thriller', 'action', 'crime']","['HK', 'CN']",5.2,3210
2460,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,['documentation'],['US'],6.7,743
2461,A Very Country Christmas,MOVIE,2017,"['romance', 'drama', 'family', 'comedy']","['CA', 'US']",6,1622
2469,Escape from Mr. Lemoncello's Library,MOVIE,2017,"['fantasy', 'family']","['CA', 'US']",5.4,440
2474,Fireworks,MOVIE,2017,"['drama', 'documentation', 'fantasy', 'romance', 'scifi', 'family', 'animation']",['JP'],5.6,3147
2475,Edgar Rice Burroughs' Tarzan and Jane,SHOW,2017,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",['US'],4.8,270
2481,Age of Tanks,SHOW,2017,"['documentation', 'history']",['FR'],7.3,852
2484,Chasing Coral,MOVIE,2017,['documentation'],['US'],8.1,5143
2485,Robot Trains,SHOW,2017,"['fantasy', 'scifi', 'animation', 'action', 'comedy']",['KR'],6,87
2488,Crazy Delicious,SHOW,2017,['reality'],['GB'],8.9,15
2491,Live Up To Your Name,SHOW,2017,"['drama', 'fantasy', 'romance']",['KR'],8,1224
2493,Raees,MOVIE,2017,"['thriller', 'drama', 'action', 'crime']",['IN'],6.7,43835
2498,Seeking a Man,MOVIE,2017,"['comedy', 'drama', 'romance']",['EG'],6.3,602
2499,Toilet: A Love Story,MOVIE,2017,"['comedy', 'drama', 'romance']",['IN'],7.2,20675
2502,#realityhigh,MOVIE,2017,"['comedy', 'drama', 'romance']",['US'],5.2,6283
2503,13 Reasons Why: Beyond the Reasons,SHOW,2017,['documentation'],['US'],6.2,322
2506,Wedding Unplanned,MOVIE,2017,"['comedy', 'romance', 'drama', 'european']",['FR'],5.7,1610
2508,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,"['comedy', 'drama']",['JP'],7.6,791
2510,Beyond Stranger Things,SHOW,2017,['documentation'],['US'],7.4,1883
2517,Bomb Scared,MOVIE,2017,"['comedy', 'european']",['ES'],5.7,2846
2518,Handsome: A Netflix Mystery Movie,MOVIE,2017,"['comedy', 'documentation']",['US'],5.2,4465
2521,Lommbock,MOVIE,2017,"['comedy', 'european']",['DE'],6.7,3647
2522,Terrace House: Opening New Doors,SHOW,2017,"['reality', 'drama']",['JP'],7.8,952
2523,Maktub,MOVIE,2017,"['drama', 'comedy']",['IL'],7.3,2831
2526,Mom,MOVIE,2017,"['crime', 'thriller', 'drama']",['IN'],7.2,10320
2528,Half Girlfriend,MOVIE,2017,"['romance', 'drama']",['IN'],4.6,7090
2529,Neo Yokio,SHOW,2017,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['US'],5.9,3359
2530,Black,SHOW,2017,"['scifi', 'drama', 'action', 'thriller', 'horror', 'romance', 'crime', 'fantasy']",['KR'],8,3665
2531,The Motive,MOVIE,2017,"['drama', 'thriller', 'comedy', 'crime', 'european']","['MX', 'ES']",6.5,5713
2535,Shepherds and Butchers,MOVIE,2017,"['drama', 'crime']","['US', 'DE', 'ZA']",6.8,3460
2538,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,2017,"['animation', 'fantasy', 'scifi', 'action', 'comedy']",['US'],5.9,444
2539,Out of Thin Air,MOVIE,2017,"['crime', 'documentation']","['GB', 'IS']",6.3,2271
2542,Secret Superstar,MOVIE,2017,"['drama', 'music']",['IN'],7.9,24046
2546,Sahara,MOVIE,2017,"['comedy', 'family', 'romance', 'animation', 'drama', 'european']","['FR', 'CA']",5.5,2778
2548,El Camino Christmas,MOVIE,2017,"['crime', 'comedy', 'western']",['US'],5.7,8519
2550,Patton Oswalt: Annihilation,MOVIE,2017,"['comedy', 'documentation']",['US'],7.2,2367
2551,Super Monsters,SHOW,2017,"['animation', 'comedy', 'family', 'horror']",['CA'],6.3,411
2552,Ali's Wedding,MOVIE,2017,"['comedy', 'drama', 'romance']",['AU'],6.9,4959
2553,Amy Schumer: The Leather Special,MOVIE,2017,['comedy'],['US'],3,9753
2555,Bibi & Tina: Perfect Pandemonium,MOVIE,2017,"['fantasy', 'drama', 'family', 'comedy', 'european']",['DE'],4,457
2556,Shot in the Dark,SHOW,2017,"['reality', 'documentation', 'thriller']",['US'],8,1770
2564,Time: The Kalief Browder Story,SHOW,2017,['documentation'],['US'],8.5,2641
2574,Unrequited Love,SHOW,2017,['drama'],['JP'],6.7,10
2576,Point Blank,MOVIE,2017,"['action', 'thriller', 'crime', 'drama']",['US'],5.7,14184
2584,Sun Dogs,MOVIE,2017,"['drama', 'fantasy', 'comedy']","['MX', 'US']",6.2,2284
2585,A Witches' Ball,MOVIE,2017,"['fantasy', 'scifi', 'family', 'comedy']",['CA'],5.2,376
2586,Ittefaq,MOVIE,2017,"['thriller', 'crime']",['IN'],7.2,12095
2587,The Chase,MOVIE,2017,"['thriller', 'crime', 'drama']",['KR'],6.6,2957
2590,Al Hayba,SHOW,2017,"['action', 'thriller', 'crime', 'romance', 'drama']",['AE'],7.5,1201
2593,Judwaa 2,MOVIE,2017,"['romance', 'action', 'comedy']",['IN'],3.6,10517
2598,Nobody Speak: Trials of the Free Press,MOVIE,2017,"['documentation', 'european']","['NL', 'US']",6.5,4092
2601,Bareilly Ki Barfi,MOVIE,2017,"['romance', 'comedy']",['IN'],7.5,23011
2607,Little Boxes,MOVIE,2017,"['drama', 'comedy']",['US'],5.9,1971
2608,Zac & Mia,SHOW,2017,['drama'],['US'],7.8,622
2610,Jerry Before Seinfeld,MOVIE,2017,"['comedy', 'documentation']",['US'],7,5643
