index,title,type,release_year,genres,production_countries,imdb_score,imdb_votes
5173,"Nevertheless,",SHOW,2021,"['drama', 'romance']",['KR'],7.2,4485
5174,Single All the Way,MOVIE,2021,"['comedy', 'drama', 'romance']",['CA'],6.1,14862
5175,Nate Bargatze: The Greatest Average American,MOVIE,2021,['comedy'],['US'],7.3,1295
5176,Eden,SHOW,2021,"['scifi', 'fantasy', 'animation', 'action', 'drama', 'family']",['JP'],6.6,1111
5177,Minnal Murali,MOVIE,2021,"['action', 'comedy', 'drama', 'fantasy', 'scifi']",['IN'],8.1,24681
5178,Tribes of Europa,SHOW,2021,"['scifi', 'fantasy', 'action', 'drama']",['DE'],6.7,11794
5179,Finding 'Ohana,MOVIE,2021,"['comedy', 'family', 'action']",['US'],6.1,9819
5180,Q-Force,SHOW,2021,"['scifi', 'animation', 'action', 'comedy', 'crime', 'fantasy']",['US'],6.4,4963
5181,To All the Boys: Always and Forever,MOVIE,2021,"['romance', 'comedy', 'drama']",['US'],6.3,24232
5182,Bad Sport,SHOW,2021,"['crime', 'sport', 'documentation']",[],7.3,1912
5183,Age of Samurai: Battle for Japan,SHOW,2021,"['drama', 'history', 'war', 'documentation', 'action']",['US'],7.4,4022
5184,He's All That,MOVIE,2021,"['comedy', 'romance']",['US'],4.3,23474
5185,Bling Empire,SHOW,2021,['reality'],['US'],5.8,2608
5186,Misha and the Wolves,MOVIE,2021,"['documentation', 'drama']","['BE', 'GB', 'DE']",6.7,2303
5187,Surviving Death,SHOW,2021,"['documentation', 'reality']",['US'],6.1,1991
5188,Never Back Down: Revolt,MOVIE,2021,"['drama', 'sport', 'action', 'crime']",['US'],3.9,482
5189,Dig Deeper: The Disappearance of Birgit Meier,SHOW,2021,"['crime', 'documentation']",['DE'],7.3,1622
5191,Mixtape,MOVIE,2021,"['comedy', 'drama', 'family', 'romance']",['US'],6.6,3000
5192,Untold: Malice at the Palace,MOVIE,2021,"['crime', 'documentation', 'sport']",['US'],7.5,7532
5193,Baking Impossible,SHOW,2021,['reality'],['US'],7,1004
5194,Death to 2021,MOVIE,2021,['comedy'],"['GB', 'US']",6.3,14315
5195,Beyond Evil,SHOW,2021,"['crime', 'thriller', 'drama']",['KR'],8.1,2776
5197,Hilda and the Mountain King,MOVIE,2021,"['fantasy', 'animation', 'comedy', 'drama', 'family']","['CA', 'GB']",7.7,2146
5201,The River Runner,MOVIE,2021,"['documentation', 'action']",[],6.9,1572
5203,Extinct,MOVIE,2021,"['comedy', 'family', 'animation']","['US', 'CA', 'CN']",5.4,2393
5204,Prey,MOVIE,2021,"['drama', 'thriller']",['DE'],4.3,7084
5205,Centaurworld,SHOW,2021,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy']",['US'],7.6,1939
5206,Django & Django,MOVIE,2021,['documentation'],[],6.9,873
5207,Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,"['crime', 'documentation']",['DE'],7.3,4529
5208,Power Rangers Dino Fury,SHOW,2021,"['comedy', 'drama', 'fantasy', 'scifi', 'thriller', 'action']",[],7,479
5210,House of Secrets: The Burari Deaths,SHOW,2021,"['documentation', 'crime', 'history']",['IN'],7.4,9504
5211,Photocopier,MOVIE,2021,"['drama', 'thriller', 'crime']",['ID'],6.8,2815
5212,Open Your Eyes,SHOW,2021,"['scifi', 'drama', 'thriller']",['PL'],6.5,1413
5214,Tiger King: The Doc Antle Story,SHOW,2021,"['crime', 'documentation']",['US'],6.2,1330
5215,Tear Along the Dotted Line,SHOW,2021,"['drama', 'comedy', 'animation']",['IT'],8.7,7595
5216,Pray Away,MOVIE,2021,['documentation'],['US'],6.5,2714
5217,Feels Like Ishq,SHOW,2021,"['drama', 'romance', 'comedy']",['IN'],6.4,1514
5219,Bordertown: The Mural Murders,MOVIE,2021,"['crime', 'drama']",['FI'],6.2,2074
5220,Octonauts: Above & Beyond,SHOW,2021,"['family', 'animation']",['KR'],7.4,66
5222,The Crew,SHOW,2021,['comedy'],['US'],6.5,5396
5223,The Unlikely Murderer,SHOW,2021,"['drama', 'crime']",['SE'],7,3954
5224,A Boy Called Christmas,MOVIE,2021,"['family', 'fantasy', 'drama']",['GB'],6.7,20838
5226,Afterlife of the Party,MOVIE,2021,"['fantasy', 'drama', 'romance', 'comedy']",['US'],5.7,8223
5228,The Kingdom,SHOW,2021,"['drama', 'crime']",['AR'],6.5,1319
5230,Spycraft,SHOW,2021,['documentation'],['US'],6.7,1976
5231,"Sex, Love & Goop",SHOW,2021,"['comedy', 'romance']",['US'],4.8,713
5232,Thomas & Friends: All Engines Go!,SHOW,2021,"['animation', 'comedy', 'fantasy', 'drama', 'music', 'family']",[],1.7,509
5233,Sparking Joy with Marie Kondo,SHOW,2021,['reality'],[],6.2,341
5234,Elite Short Stories: Guzmán Caye Rebe,SHOW,2021,"['drama', 'crime', 'thriller']",['ES'],7.4,2254
5235,Elite Short Stories: Patrick,SHOW,2021,"['comedy', 'drama']",['ES'],6.1,671
5236,The Seventh Day,MOVIE,2021,['horror'],['US'],4.5,4248
5237,Top Secret UFO Projects: Declassified,SHOW,2021,['documentation'],['GB'],5.5,1371
5238,Thunder Force,MOVIE,2021,"['scifi', 'comedy', 'fantasy', 'action']",['US'],4.4,40788
5242,Move to Heaven,SHOW,2021,['drama'],['KR'],8.6,5307
5244,Gabby's Dollhouse,SHOW,2021,"['fantasy', 'animation', 'comedy', 'family']",['US'],7.2,344
5245,Fatma,SHOW,2021,"['crime', 'drama', 'thriller']",['TR'],7.4,8185
5246,Single’s Inferno,SHOW,2021,['reality'],['KR'],7.2,1460
5247,A Castle for Christmas,MOVIE,2021,"['romance', 'comedy', 'drama', 'family']","['US', 'GB']",5.5,11727
5248,Outside the Wire,MOVIE,2021,"['scifi', 'thriller', 'action', 'fantasy']",['US'],5.4,41562
5249,The Loud House Movie,MOVIE,2021,"['animation', 'action', 'thriller', 'fantasy', 'drama', 'family', 'music', 'comedy']",['US'],6.2,1893
5250,Inspector Koo,SHOW,2021,"['action', 'comedy', 'thriller']",['KR'],6.9,534
5251,Last Chance U: Basketball,SHOW,2021,"['documentation', 'sport']",['US'],8.3,2429
5252,Waffles + Mochi,SHOW,2021,['family'],['US'],7.5,463
5253,Sisyphus,SHOW,2021,"['action', 'fantasy', 'scifi', 'drama']",['KR'],7,3688
5258,Misfit: The Series,SHOW,2021,['comedy'],['NL'],7.2,72
5259,Lead Me Home,MOVIE,2021,['documentation'],['US'],7.1,
5261,Aranyak,SHOW,2021,"['crime', 'thriller', 'drama']",['IN'],7.9,7629
5262,Ganglands,SHOW,2021,"['action', 'crime', 'drama', 'thriller']",['FR'],7,2460
5263,Shaun the Sheep: The Flight Before Christmas,MOVIE,2021,"['comedy', 'animation', 'family']",['GB'],7.3,1448
5264,Trollhunters: Rise of the Titans,MOVIE,2021,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",['US'],6.7,4614
5265,Elite Short Stories: Nadia Guzmán,SHOW,2021,"['drama', 'romance']",['ES'],6.3,1851
5266,Operation Hyacinth,MOVIE,2021,"['crime', 'drama', 'thriller']",['PL'],6.7,2802
5267,Grudge,MOVIE,2021,"['thriller', 'crime', 'drama']",['TR'],5.5,4185
5270,Swap Shop,SHOW,2021,['reality'],['US'],6.7,325
5271,Headspace Guide to Meditation,SHOW,2021,"['documentation', 'animation']",['US'],8.4,1540
5272,Twenty Somethings: Austin,SHOW,2021,['reality'],['US'],6,427
5273,Kuthiraivaal,MOVIE,2021,['drama'],['IN'],6.4,150
5274,More the Merrier,MOVIE,2021,['comedy'],['ES'],5.4,3080
5275,I Am All Girls,MOVIE,2021,"['crime', 'drama', 'thriller']",['ZA'],5.9,5704
5276,The Parisian Agency: Exclusive Properties,SHOW,2021,['reality'],['FR'],7.4,593
5277,The Kissing Booth 3,MOVIE,2021,"['romance', 'comedy']","['US', 'ZA', 'GB']",4.7,15536
5278,Penguin Town,SHOW,2021,"['documentation', 'drama', 'family', 'comedy']",['ZA'],7.9,824
5279,Kitz,SHOW,2021,"['thriller', 'drama']","['AT', 'DE']",5.7,2302
5280,Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,2021,['comedy'],[],7,286
5282,This Is Pop,SHOW,2021,"['music', 'documentation']",['CA'],6.9,1076
5283,Pelé,MOVIE,2021,"['documentation', 'sport']",['GB'],7,4169
5285,Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,"['documentation', 'crime']",['GB'],6.3,3123
5287,Don't Kill Me,MOVIE,2021,"['romance', 'fantasy', 'horror']",['IT'],4.3,1611
5288,Elite Short Stories: Phillipe Caye Felipe,SHOW,2021,"['comedy', 'drama', 'romance']",['ES'],6.2,655
5289,Found,MOVIE,2021,"['documentation', 'drama']","['US', 'CN']",7.5,1145
5290,Luna Park,SHOW,2021,"['drama', 'romance']",['IT'],6.4,691
5291,Three Songs for Benazir,MOVIE,2021,['drama'],['AF'],7.7,
5294,Brian Regan: On the Rocks,MOVIE,2021,['comedy'],['US'],6.9,601
5295,Ride or Die,MOVIE,2021,"['thriller', 'drama', 'romance']",['JP'],5.5,1808
5296,Monster,MOVIE,2021,"['drama', 'crime']","['CA', 'US']",6.5,5574
5297,Amend: The Fight for America,SHOW,2021,"['war', 'documentation', 'history']",['US'],7.8,1281
5298,Go Dog Go,SHOW,2021,['animation'],['US'],7.2,179
5299,Mobile Suit Gundam Hathaway,MOVIE,2021,"['drama', 'romance', 'scifi', 'animation', 'action']",['JP'],6.6,1331
5300,This Is the Night,MOVIE,2021,"['drama', 'comedy']",['US'],5.5,556
5301,Dhamaka,MOVIE,2021,"['thriller', 'crime', 'drama', 'action']",['IN'],7.5,39620
5302,Selling Tampa,SHOW,2021,['reality'],['US'],4.4,708
5303,The Whole Truth,MOVIE,2021,"['horror', 'thriller', 'drama']",['TH'],5.1,3073
5305,Elves,SHOW,2021,"['fantasy', 'horror', 'thriller', 'family', 'drama', 'scifi']",['DK'],5.5,4075
5306,A Week Away,MOVIE,2021,"['drama', 'family', 'romance']",['US'],5.7,4465
5307,Crazy About Her,MOVIE,2021,"['comedy', 'romance']",['ES'],6.6,5435
5308,Below Zero,MOVIE,2021,"['action', 'crime', 'horror', 'thriller', 'drama']",['ES'],6.2,18840
5309,Light the Night,SHOW,2021,"['drama', 'thriller', 'crime']",['TW'],7.4,968
5314,Pui Pui Molcar,SHOW,2021,"['animation', 'comedy', 'family']",['JP'],8.1,335
5315,Generation 56K,SHOW,2021,"['comedy', 'drama', 'romance']",['IT'],7.4,2317
5316,Ferry,MOVIE,2021,"['drama', 'thriller', 'action', 'crime']","['NL', 'BE']",7,10748
5317,Elite Short Stories: Samuel Omar,SHOW,2021,"['comedy', 'drama']",['ES'],6.1,620
5318,Yara,MOVIE,2021,"['drama', 'crime', 'thriller']",['IT'],6.2,4205
5319,Call My Agent Bollywood,SHOW,2021,"['drama', 'comedy']",['IN'],7.4,6162
5320,Elite Short Stories: Omar Ander Alexis,SHOW,2021,"['drama', 'crime', 'thriller']",['ES'],7.3,1903
5322,The 8th Night,MOVIE,2021,"['horror', 'thriller']",['KR'],5.3,3181
5323,Skater Girl,MOVIE,2021,"['drama', 'family', 'sport']","['IN', 'US']",6.6,4180
5324,Penguin Bloom,MOVIE,2021,['drama'],"['AU', 'US']",6.8,9792
5325,Elite Short Stories: Carla Samuel,SHOW,2021,"['drama', 'romance']",['ES'],6.9,2609
5326,Sentinelle,MOVIE,2021,"['drama', 'thriller', 'action', 'crime']",['FR'],4.7,7726
5327,Kid Cosmic,SHOW,2021,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],7.9,1354
5329,AlRawabi School for Girls,SHOW,2021,['drama'],['JO'],7.4,5708
5331,Until Life Do Us Part,SHOW,2021,['drama'],['PT'],7.4,631
5332,Seal Team,MOVIE,2021,"['comedy', 'animation']",['ZA'],5.5,1240
5333,50M2,SHOW,2021,"['comedy', 'drama', 'thriller', 'crime']",['TR'],6.9,5516
5335,Coming Out Colton,SHOW,2021,['reality'],['US'],6.7,1087
5336,Deep,MOVIE,2021,"['scifi', 'thriller', 'drama']",['TH'],4.8,1380
5338,Marilyn's Eyes,MOVIE,2021,"['comedy', 'drama']",['IT'],6.6,1215
5339,The Devil Below,MOVIE,2021,"['horror', 'thriller']",['US'],4.2,4093
5341,Still Out of My League,MOVIE,2021,"['comedy', 'romance', 'drama']",['IT'],5.4,729
5342,The Lost Pirate Kingdom,SHOW,2021,"['documentation', 'drama', 'history']",['US'],6.6,2702
5343,Stuck Together,MOVIE,2021,['comedy'],"['BE', 'FR']",6.3,6699
5344,Sky Rojo,SHOW,2021,"['action', 'crime', 'drama', 'thriller']",['ES'],6.5,8569
5347,Brother in Love 2,MOVIE,2021,['comedy'],[],7.2,589
5348,The Last Mercenary,MOVIE,2021,"['comedy', 'action', 'crime', 'thriller']",['FR'],5.3,8276
5349,You Are My Spring,SHOW,2021,"['drama', 'romance', 'thriller', 'fantasy']",['KR'],7.5,532
5350,Breaking Boundaries: The Science of Our Planet,MOVIE,2021,['documentation'],['US'],7.8,2534
5351,Vicky and Her Mystery,MOVIE,2021,"['drama', 'european']",['FR'],6.4,1789
5353,Why Did You Kill Me?,MOVIE,2021,"['documentation', 'crime']",['US'],5.6,4057
5354,Russell Howard: Lubricant,SHOW,2021,['comedy'],['GB'],7,791
5355,Chicago Party Aunt,SHOW,2021,"['comedy', 'animation']",['US'],5.3,1383
5356,The Door Into Summer,MOVIE,2021,['scifi'],[],6.3,594
5357,Money Heist: From Tokyo to Berlin,SHOW,2021,"['documentation', 'crime', 'drama']",['ES'],7.7,836
5360,Love Never Lies,SHOW,2021,['reality'],['ES'],5.6,228
5361,Anne+,MOVIE,2021,"['drama', 'romance']",['NL'],6.1,1295
5362,Sooryavanshi,MOVIE,2021,"['action', 'crime', 'thriller']",['IN'],6.5,75199
5363,Naomi Osaka,SHOW,2021,"['documentation', 'sport']",['US'],6.2,1287
5365,Sexify,SHOW,2021,"['drama', 'comedy']",['PL'],6.5,4907
5366,Motel Makeover,SHOW,2021,['reality'],['CA'],4.8,688
5367,JAPAN SINKS: People of Hope,SHOW,2021,"['scifi', 'war', 'drama']",['JP'],6.7,404
5368,Game Changer,MOVIE,2021,"['crime', 'drama', 'romance', 'thriller', 'comedy']",['TH'],4.4,109
5369,The Hand of God: Through the Eyes of Sorrentino,MOVIE,2021,['documentation'],['IT'],7,7
5370,The Falls,MOVIE,2021,['drama'],['TW'],7,1413
5371,The Last Forest,MOVIE,2021,"['drama', 'documentation']",['BR'],7.3,385
5372,Invisible City,SHOW,2021,"['drama', 'fantasy', 'thriller', 'crime']",['BR'],7.7,18
5373,The Time It Takes,SHOW,2021,"['drama', 'romance', 'comedy']",['ES'],7.1,1183
5374,Escape the Undertaker,MOVIE,2021,['horror'],['US'],4.3,394
5375,Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,2021,"['documentation', 'history', 'sport']",['US'],6.9,906
5376,American Girl,MOVIE,2021,['drama'],['TW'],7.2,1032
5377,Biking Borders - eine etwas andere Reise,MOVIE,2021,['documentation'],['DE'],7.7,888
5378,Sounds Like Love,MOVIE,2021,"['comedy', 'music', 'romance', 'drama']",['ES'],5.4,2023
5380,Too Hot to Handle: Brazil,SHOW,2021,"['reality', 'romance']",['BR'],5.4,443
5381,That Girl Lay Lay,SHOW,2021,['comedy'],['US'],3.4,232
5384,Anonymously Yours,MOVIE,2021,"['romance', 'drama']",['MX'],5.7,1541
5385,Sexy Beasts,SHOW,2021,"['reality', 'romance']",[],4.6,1105
5386,Major Grom: Plague Doctor,MOVIE,2021,"['action', 'crime']",['RU'],6.3,11715
5387,Worn Stories,SHOW,2021,['documentation'],['US'],6.6,311
5388,WWII in Color: Road to Victory,SHOW,2021,"['documentation', 'history', 'war']",['GB'],8.2,1362
5389,Everything Will Be Fine,SHOW,2021,"['comedy', 'drama']",['MX'],6.2,335
5392,Soil,SHOW,2021,"['comedy', 'drama']",['BE'],7.2,478
5393,The Minimalists: Less Is Now,MOVIE,2021,['documentation'],['US'],5.9,4027
5394,Why Are You Like This?,SHOW,2021,['comedy'],['AU'],6.5,1480
5396,Blown Away: Christmas,SHOW,2021,['reality'],[],6.7,466
5397,The Motive,SHOW,2021,"['crime', 'documentation']",[],5.3,1383
5400,Where Is Marta?,SHOW,2021,"['crime', 'documentation']",['ES'],6.8,1150
5402,Doctor,MOVIE,2021,"['thriller', 'comedy', 'crime', 'action']",['IN'],7.6,14590
5403,Amy Tan: Unintended Memoir,MOVIE,2021,['documentation'],['US'],7.7,307
5404,Daughter from Another Mother,SHOW,2021,"['romance', 'fantasy', 'comedy', 'drama']",['MX'],7.2,1766
5405,Dynasty Warriors,MOVIE,2021,"['action', 'fantasy']","['NZ', 'HK']",4.7,2079
5406,John of God: The Crimes of a Spiritual Healer,SHOW,2021,"['crime', 'documentation']",['BR'],6.5,777
5408,Insiders,SHOW,2021,['reality'],['ES'],4.2,609
5409,David and the Elves,MOVIE,2021,"['fantasy', 'comedy', 'family']",['PL'],5.2,687
5410,Meskina,MOVIE,2021,"['comedy', 'romance']",['NL'],5.6,826
5411,Too Hot to Handle: Latino,SHOW,2021,"['reality', 'romance']",['MX'],5.2,260
5417,Security,MOVIE,2021,['thriller'],['IT'],5,1935
5418,Dad Stop Embarrassing Me!,SHOW,2021,"['comedy', 'family']",['US'],4.1,1853
5419,Mine,SHOW,2021,['drama'],['KR'],7.8,1101
5420,Mad for Each Other,SHOW,2021,"['drama', 'comedy', 'romance']",['KR'],7.9,1518
5421,Sharkdog,SHOW,2021,"['comedy', 'family', 'animation']","['SG', 'US']",6.2,136
5422,Cat People,SHOW,2021,['documentation'],['US'],6.3,266
5423,Law School,SHOW,2021,"['crime', 'drama', 'thriller']",['KR'],8.1,2024
5425,Bright: Samurai Soul,MOVIE,2021,"['animation', 'action', 'fantasy', 'thriller']",['JP'],5.5,800
5426,Love Is Blind: Brazil,SHOW,2021,"['romance', 'reality']",['BR'],6.1,425
5427,Homunculus,MOVIE,2021,"['drama', 'thriller', 'fantasy']",['JP'],5.5,2632
5428,Tattoo Redo,SHOW,2021,['reality'],['US'],5.8,680
5429,Bake Squad,SHOW,2021,['reality'],['US'],6.9,651
5430,Country Comfort,SHOW,2021,"['drama', 'comedy', 'action', 'family', 'music']",['US'],6.9,3301
5433,Adventure Beast,SHOW,2021,"['comedy', 'animation']",['US'],5.2,496
5435,7 Yards: The Chris Norton Story,MOVIE,2021,['documentation'],['US'],7.8,258
5436,Untold: Breaking Point,MOVIE,2021,"['documentation', 'sport']",['US'],7.6,2400
5437,Autumn Girl,MOVIE,2021,"['drama', 'romance']",['PL'],5.4,486
5440,A California Christmas: City Lights,MOVIE,2021,"['romance', 'comedy', 'drama']",['US'],5.5,2231
5441,Zero,SHOW,2021,"['scifi', 'action', 'comedy', 'drama', 'fantasy']",['IT'],5.6,1270
5442,Headspace Guide to Sleep,SHOW,2021,"['animation', 'documentation']",['US'],6.8,445
5443,Dealer,SHOW,2021,"['action', 'drama', 'crime', 'thriller']",['FR'],6.1,659
5444,Spoiled Brats,MOVIE,2021,['comedy'],['FR'],6.1,5361
5445,The Girl on the Train,MOVIE,2021,"['drama', 'thriller', 'crime']",['IN'],4.4,14348
5446,A Tale Dark & Grimm,SHOW,2021,"['comedy', 'family', 'fantasy', 'animation', 'action']","['ES', 'US']",7.3,1193
5447,Ray,SHOW,2021,"['drama', 'thriller', 'crime']",['IN'],7.2,8668
5448,Shyam Singha Roy,MOVIE,2021,"['drama', 'romance', 'horror', 'thriller']",['IN'],7.9,10903
5449,Phil Wang: Philly Philly Wang Wang,MOVIE,2021,['comedy'],['GB'],6,561
5450,The Phantom,MOVIE,2021,"['crime', 'documentation']","['GB', 'US']",6.4,709
5451,Lady Boss: The Jackie Collins Story,MOVIE,2021,['documentation'],"['GB', 'US']",6.8,383
5452,Murder by the Coast,MOVIE,2021,"['crime', 'history', 'thriller', 'documentation']",['ES'],6.5,2054
5453,Theo Von: Regular People,MOVIE,2021,['comedy'],['US'],5.1,729
5454,Je suis Karl,MOVIE,2021,"['drama', 'thriller', 'european', 'romance']","['CZ', 'DE']",5.4,889
5455,Your Life is a Joke,SHOW,2021,"['comedy', 'documentation']",['DE'],5.5,83
5456,Madame Claude,MOVIE,2021,"['drama', 'crime', 'romance']",['FR'],5.4,3282
5457,Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,2021,['comedy'],[],5.7,500
5458,The Getaway King,MOVIE,2021,"['action', 'comedy', 'crime', 'drama']",['PL'],6.8,973
5459,Navillera,SHOW,2021,['drama'],['KR'],8.8,2024
5460,Coyotes,SHOW,2021,['drama'],"['BE', 'LU']",5.1,293
5462,Father Christmas Is Back,MOVIE,2021,['comedy'],['GB'],4.5,5622
5464,Last Summer,MOVIE,2021,"['romance', 'drama']",['TR'],6.3,2774
5465,"Hello, Me!",SHOW,2021,"['scifi', 'comedy', 'fantasy', 'romance']",['KR'],7.3,538
5466,A Family,MOVIE,2021,"['crime', 'drama']",['JP'],7,2158
5469,Jonas Brothers Family Roast,MOVIE,2021,"['music', 'comedy']",['US'],5.1,1579
5470,Red Dot,MOVIE,2021,"['horror', 'thriller', 'drama']",['SE'],5.5,13156
5471,We Couldn't Become Adults,MOVIE,2021,"['drama', 'romance']",['JP'],6.5,655
5472,Heroes: Silence and Rock & Roll,MOVIE,2021,"['music', 'documentation']",['ES'],7.5,641
5473,Forever Rich,MOVIE,2021,"['drama', 'comedy', 'music', 'thriller', 'crime']",['NL'],5.5,993
5474,Baggio: The Divine Ponytail,MOVIE,2021,"['drama', 'sport']",['IT'],6.1,4296
5475,Ridley Jones,SHOW,2021,"['animation', 'comedy', 'family', 'fantasy']",['US'],4.7,223
5476,Myth and Mogul: John DeLorean,SHOW,2021,"['documentation', 'crime']",['US'],6.8,1009
5477,Chandigarh Kare Aashiqui,MOVIE,2021,"['crime', 'drama', 'romance', 'comedy']",['IN'],6.9,12303
5478,Child of Kamiari Month,MOVIE,2021,"['fantasy', 'animation', 'drama']",['JP'],5.9,633
5479,Cooking With Paris,SHOW,2021,['reality'],['US'],5.2,1055
5480,Cousins,MOVIE,2021,['drama'],['NZ'],6.9,474
5481,Dogs in Space,SHOW,2021,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],7.2,560
5482,New Gods: Nezha Reborn,MOVIE,2021,"['fantasy', 'action', 'animation']",['CN'],6.8,3045
5483,Human: The World Within,SHOW,2021,['documentation'],['US'],6.8,697
5484,Taarak Mehta Kka Chhota Chashmah,SHOW,2021,"['animation', 'comedy']",['IN'],6.8,74
5486,"Vendetta: Truth, Lies and The Mafia",SHOW,2021,"['documentation', 'crime', 'thriller']",[],6.7,232
5487,Confessions of an Invisible Girl,MOVIE,2021,"['drama', 'comedy']",['BR'],5.2,966
5488,"Barbie: Big City, Big Dreams",MOVIE,2021,"['animation', 'family']",['US'],5.8,258
5489,"Ada Twist, Scientist",SHOW,2021,"['animation', 'comedy', 'family', 'music']",['US'],6.4,131
5490,Black Island,MOVIE,2021,"['thriller', 'drama']",['DE'],5.1,2697
5491,Crime Stories: India Detectives,SHOW,2021,"['documentation', 'crime']",['IN'],7.2,934
5492,The World's Most Amazing Vacation Rentals,SHOW,2021,['reality'],['US'],6.7,1278
5493,The Hungry and the Hairy,SHOW,2021,['reality'],['KR'],7.5,218
5494,Michael Che: Shame the Devil,MOVIE,2021,['comedy'],[],6.4,957
5495,Lulli,MOVIE,2021,"['fantasy', 'comedy', 'romance']",['BR'],4.7,1356
5496,The Seven Deadly Sins: Cursed by Light,MOVIE,2021,"['animation', 'action', 'fantasy']",[],6.4,865
5497,Somos.,SHOW,2021,"['drama', 'history', 'crime']",['MX'],7.1,1108
5498,The Princess Switch 3: Romancing the Star,MOVIE,2021,"['romance', 'comedy', 'drama', 'family']",['US'],5.5,5618
5502,Racket Boys,SHOW,2021,"['comedy', 'family', 'drama', 'sport']",['KR'],1.8,27484
5503,Biggie: I Got a Story to Tell,MOVIE,2021,"['music', 'documentation']",['US'],6.8,4934
5506,Camp Confidential: America's Secret Nazis,MOVIE,2021,"['animation', 'history', 'documentation']",['US'],6.3,
5507,Decoupled,SHOW,2021,"['comedy', 'drama']",['IN'],8,6379
5510,Karma's World,SHOW,2021,"['animation', 'comedy', 'family']",['US'],6.2,134
5512,In Our Mothers' Gardens,MOVIE,2021,['documentation'],['US'],8.6,124
5513,Arlo the Alligator Boy,MOVIE,2021,"['animation', 'comedy', 'family']",['US'],6.5,1079
5515,137 Shots,MOVIE,2021,"['crime', 'documentation']",[],6.2,767
5516,One,MOVIE,2021,"['drama', 'thriller']",['IN'],6.5,2672
5517,Mo Amer: Mohammed in Texas,MOVIE,2021,['comedy'],['US'],6.5,568
5518,Caught by a Wave,MOVIE,2021,"['romance', 'drama', 'sport']",['IT'],5.7,1265
5520,The Women and the Murderer,MOVIE,2021,"['crime', 'documentation']",['FR'],6.4,1158
5522,"Fresh, Fried & Crispy",SHOW,2021,"['documentation', 'reality']",['US'],6.2,603
5526,Remember You,SHOW,2021,"['action', 'crime', 'drama', 'romance']",['TH'],7.4,65
5529,Montford: The Chickasaw Rancher,MOVIE,2021,"['drama', 'western', 'history']",['US'],6.7,681
5530,Sex: Unzipped,MOVIE,2021,"['comedy', 'documentation']",['US'],2.5,395
5531,Swallow,MOVIE,2021,"['thriller', 'history', 'drama']",[],3.4,175
5532,Paper Lives,MOVIE,2021,['drama'],['TR'],6.7,11804
5533,Haseen Dillruba,MOVIE,2021,"['drama', 'romance', 'thriller', 'crime']",['IN'],7,25771
5535,Amina,MOVIE,2021,"['drama', 'action', 'history']",['NG'],3.9,289
5536,The Fastest,SHOW,2021,['reality'],[],5.7,76
5537,In for a Murder,MOVIE,2021,"['comedy', 'thriller', 'drama', 'scifi']",['PL'],5.3,1394
5538,Fate: The Winx Saga - The Afterparty,MOVIE,2021,"['comedy', 'fantasy', 'reality']","['GB', 'IT']",6.2,69
5541,Sweet & Sour,MOVIE,2021,"['comedy', 'romance']",['KR'],6.7,2387
5542,The Soul,MOVIE,2021,"['scifi', 'thriller', 'drama']","['CN', 'TW']",6.6,2676
5544,Love is Color Blind,MOVIE,2021,"['romance', 'comedy']",['PH'],8.3,465
5545,Scaredy Cats,SHOW,2021,"['scifi', 'family', 'fantasy', 'comedy']",['US'],6.2,338
5546,We the People,SHOW,2021,"['family', 'music', 'animation', 'comedy']",['US'],3.4,674
5547,My Love: Six Stories of True Love,SHOW,2021,"['reality', 'romance', 'documentation']",['US'],7.5,281
5548,The War Next-door,SHOW,2021,['comedy'],['MX'],5.6,373
5549,Love Me Instead,MOVIE,2021,['drama'],['TR'],7,2472
5550,Marriage or Mortgage,SHOW,2021,['reality'],['US'],5.1,433
5552,The Last Paradiso,MOVIE,2021,"['drama', 'romance']",['IT'],5.7,1302
5553,The Future Diary,SHOW,2021,"['reality', 'romance']",['JP'],7.9,97
5554,1000 Miles from Christmas,MOVIE,2021,"['comedy', 'romance', 'family', 'fantasy']",['ES'],5.7,1483
5557,The Father Who Moves Mountains,MOVIE,2021,"['thriller', 'drama']","['RO', 'SE']",5.5,3385
5558,Nail Bomber: Manhunt,MOVIE,2021,"['crime', 'documentation', 'history']",['GB'],6.3,2086
5560,Secret Magic Control Agency,MOVIE,2021,"['fantasy', 'comedy', 'family', 'animation']","['RU', 'US']",6.2,3948
5561,The Wedding Coach,SHOW,2021,"['comedy', 'reality']",['US'],4.9,85
5563,Haunted: Latin America,SHOW,2021,"['reality', 'horror']","['FR', 'IT']",5.3,572
5564,Untold: Caitlyn Jenner,MOVIE,2021,"['documentation', 'sport']",['US'],6.4,2384
5565,Most Eligible Bachelor,MOVIE,2021,"['drama', 'romance']",['IN'],6.4,3125
